"","X","loan_amnt","term","int_rate","installment","sub_grade","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","dti","delinq_2yrs"
"9137",373062,16500," 60 months",13.65,380.94,"C1","9 years","RENT",72350,"Source Verified","No Default","credit_card",22.77,2
"9138",344993,5200," 36 months",14.47,178.92,"C2","6 years","MORTGAGE",30000,"Not Verified","No Default","debt_consolidation",8.4,0
"9139",413136,12000," 36 months",12.29,400.24,"C1","10+ years","OWN",58000,"Source Verified","No Default","debt_consolidation",29.14,1
"9140",494068,10000," 36 months",7.89,312.86,"A5","5 years","MORTGAGE",35000,"Not Verified","No Default","debt_consolidation",10.73,0
"9141",34191,8050," 36 months",13.33,272.52,"C3","4 years","RENT",53000,"Verified","No Default","debt_consolidation",12.45,0
"9142",530547,15000," 36 months",9.67,481.69,"B1","5 years","MORTGAGE",42000,"Verified","No Default","credit_card",24.09,1
"9143",144721,5000," 36 months",11.53,164.96,"B5","6 years","RENT",76000,"Not Verified","No Default","debt_consolidation",14.32,2
"9144",465300,10950," 36 months",12.99,368.9,"C1","5 years","OWN",25000,"Source Verified","No Default","credit_card",27.32,0
"9145",378213,23000," 60 months",14.99,547.05,"C5","2 years","MORTGAGE",66300,"Source Verified","Default","credit_card",14.53,1
"9146",205063,5000," 36 months",12.49,167.25,"B5","1 year","RENT",33000,"Source Verified","No Default","other",20.58,0
"9147",77352,21800," 60 months",25.99,652.58,"G4","1 year","MORTGAGE",52000,"Verified","No Default","debt_consolidation",26.15,0
"9148",42025,6400," 36 months",16.4,226.28,"E1","6 years","RENT",75000,"Source Verified","Default","credit_card",6.53,0
"9149",475150,14400," 36 months",8.18,452.45,"B1","10+ years","MORTGAGE",112000,"Source Verified","No Default","debt_consolidation",7.24,2
"9150",356027,32625," 60 months",23.43,927.8,"F1","10+ years","RENT",110000,"Source Verified","No Default","debt_consolidation",5.37,1
"9151",494648,11975," 36 months",8.19,376.31,"A5","6 years","OWN",39246,"Not Verified","No Default","credit_card",23.82,0
"9152",236999,9000," 36 months",12.29,300.18,"C1","3 years","OWN",35000,"Not Verified","No Default","credit_card",12.61,0
"9153",258895,27000," 36 months",6.24,824.34,"A2","3 years","OWN",98350,"Source Verified","No Default","credit_card",26.73,0
"9154",394787,8000," 36 months",12.39,267.21,"C1","10+ years","RENT",135000,"Not Verified","Default","debt_consolidation",14.7,1
"9155",174767,9600," 36 months",13.98,328.02,"C3","2 years","RENT",35000,"Not Verified","No Default","debt_consolidation",17.8,0
"9156",220322,8000," 36 months",12.29,266.83,"C1","2 years","RENT",60000,"Source Verified","No Default","credit_card",34.97,1
"9157",418755,1000," 36 months",13.99,34.18,"C4","10+ years","RENT",44000,"Verified","No Default","other",22.07,0
"9158",395981,10000," 36 months",8.18,314.2,"B1","10+ years","MORTGAGE",75000,"Source Verified","No Default","major_purchase",23.97,1
"9159",151767,12000," 36 months",6.49,367.74,"A2","9 years","RENT",90000,"Verified","No Default","credit_card",14.6,0
"9160",120899,9750," 36 months",15.61,340.91,"C4","< 1 year","RENT",25000,"Not Verified","No Default","debt_consolidation",16.8,1
"9161",555766,10000," 60 months",13.33,229.23,"C3","5 years","MORTGAGE",40000,"Source Verified","No Default","debt_consolidation",20.28,0
"9162",189835,8000," 36 months",10.99,261.88,"B4","10+ years","OWN",40000,"Verified","No Default","debt_consolidation",22.83,0
"9163",17046,13175," 60 months",15.61,317.67,"D1","10+ years","MORTGAGE",60000,"Verified","No Default","credit_card",38.7,0
"9164",608407,19200," 36 months",16.55,680.25,"D2","1 year","OWN",40000,"Not Verified","No Default","credit_card",31.23,0
"9165",581099,6400," 36 months",15.31,222.84,"C4","7 years","MORTGAGE",80000,"Verified","No Default","debt_consolidation",30.78,0
"9166",302181,16000," 60 months",17.58,402.65,"D4","n/a","MORTGAGE",45336,"Verified","No Default","small_business",8.34,0
"9167",84408,6800," 36 months",12.49,227.46,"B5","n/a","RENT",27000,"Verified","No Default","debt_consolidation",24.84,0
"9168",429562,10500," 36 months",6.99,324.17,"A3","10+ years","MORTGAGE",73250,"Source Verified","No Default","debt_consolidation",18.79,1
"9169",479591,28000," 60 months",14.64,660.84,"C3","9 years","MORTGAGE",63000,"Not Verified","No Default","debt_consolidation",25.26,0
"9170",456783,35000," 60 months",25.8,1043.78,"G1","6 years","RENT",1e+05,"Verified","No Default","credit_card",19.38,0
"9171",99835,20000," 36 months",11.14,656.11,"B2","10+ years","MORTGAGE",82000,"Verified","No Default","credit_card",18.83,0
"9172",417853,17500," 60 months",12.69,395.41,"C2","10+ years","RENT",80000,"Not Verified","No Default","debt_consolidation",32.24,0
"9173",270913,13000," 60 months",16.99,323.02,"D3","2 years","MORTGAGE",80000,"Source Verified","No Default","debt_consolidation",22.31,0
"9174",507363,12250," 60 months",9.8,259.08,"B3","4 years","RENT",85000,"Source Verified","No Default","debt_consolidation",14.27,1
"9175",506366,12000," 36 months",10.49,389.98,"B3","5 years","MORTGAGE",62400,"Not Verified","No Default","debt_consolidation",12.03,1
"9176",462654,15000," 36 months",14.99,519.91,"C5","10+ years","MORTGAGE",64000,"Not Verified","No Default","debt_consolidation",25.53,0
"9177",538728,12000," 36 months",9.67,385.35,"B1","2 years","OWN",72000,"Not Verified","No Default","debt_consolidation",16.47,0
"9178",172148,18000," 60 months",20.2,478.9,"E3","8 years","RENT",1e+05,"Source Verified","No Default","debt_consolidation",14.32,0
"9179",50578,12000," 36 months",12.69,402.54,"C2","2 years","RENT",38000,"Not Verified","No Default","debt_consolidation",13.01,0
"9180",292011,2000," 36 months",10.99,65.47,"B4","10+ years","MORTGAGE",65000,"Source Verified","No Default","other",18.63,3
"9181",220571,8875," 36 months",19.2,326.23,"D3","n/a","RENT",26000,"Verified","No Default","debt_consolidation",18.32,0
"9182",394025,12000," 60 months",13.35,275.2,"C2","10+ years","MORTGAGE",35000,"Source Verified","No Default","debt_consolidation",21.84,0
"9183",374525,7500," 36 months",15.61,262.24,"D1","< 1 year","MORTGAGE",55000,"Source Verified","No Default","debt_consolidation",31.53,1
"9184",475016,19000," 36 months",7.89,594.43,"A5","1 year","MORTGAGE",108000,"Not Verified","No Default","credit_card",13.48,0
"9185",83681,28000," 60 months",22.45,780.52,"E5","2 years","MORTGAGE",112000,"Verified","No Default","debt_consolidation",18.48,0
"9186",150116,8000," 36 months",14.33,274.71,"C1","10+ years","MORTGAGE",88000,"Source Verified","No Default","debt_consolidation",17.8,1
"9187",240244,5000," 36 months",13.66,170.07,"C3","1 year","RENT",25000,"Verified","No Default","other",8.55,0
"9188",563928,25000," 60 months",11.67,551.96,"B4","10+ years","MORTGAGE",65000,"Source Verified","No Default","credit_card",22.43,0
"9189",221433,20000," 36 months",8.18,628.39,"B1","3 years","MORTGAGE",120000,"Source Verified","No Default","debt_consolidation",6.78,3
"9190",57741,2500," 36 months",13.33,84.64,"C3","3 years","OWN",62000,"Verified","No Default","debt_consolidation",31.26,0
"9191",276595,35000," 60 months",17.86,886.11,"D5","2 years","MORTGAGE",130000,"Verified","No Default","home_improvement",7.81,3
"9192",88717,24000," 60 months",8.18,488.71,"B1","3 years","RENT",150000,"Verified","No Default","debt_consolidation",16.74,0
"9193",169462,20000," 60 months",17.57,503.21,"D4","10+ years","OWN",58000,"Source Verified","No Default","debt_consolidation",24.52,0
"9194",163047,4950," 36 months",18.25,179.58,"E1","2 years","OWN",20000,"Verified","No Default","debt_consolidation",25.93,0
"9195",354248,11450," 36 months",17.57,411.48,"D4","n/a","RENT",24933.36,"Verified","No Default","debt_consolidation",39.43,0
"9196",557887,12000," 36 months",17.57,431.25,"D4","6 years","RENT",28600,"Source Verified","No Default","debt_consolidation",37.85,0
"9197",100099,25000," 36 months",6.03,760.89,"A1","10+ years","MORTGAGE",95000,"Source Verified","No Default","debt_consolidation",4.11,0
"9198",293276,4000," 36 months",6.92,123.37,"A4","1 year","RENT",50000,"Not Verified","No Default","other",0.65,0
"9199",562203,14400," 36 months",16.99,513.33,"D3","3 years","RENT",130000,"Verified","No Default","debt_consolidation",16.47,0
"9200",349309,20000," 36 months",6.89,616.54,"A3","2 years","MORTGAGE",68000,"Verified","No Default","debt_consolidation",3.44,0
"9201",310836,20000," 36 months",10.99,654.68,"B4","5 years","OWN",95000,"Verified","No Default","debt_consolidation",8.1,0
"9202",31347,15650," 60 months",19.99,414.55,"E4","2 years","MORTGAGE",58000,"Source Verified","No Default","debt_consolidation",16.47,0
"9203",372360,3500," 36 months",9.76,112.55,"B3","n/a","RENT",24000,"Verified","No Default","credit_card",10.2,0
"9204",34467,15500," 60 months",13.67,358.02,"C4","10+ years","MORTGAGE",106000,"Verified","No Default","other",20.5,0
"9205",66406,30000," 60 months",13.99,697.9,"C4","10+ years","RENT",60000,"Verified","No Default","debt_consolidation",19.81,0
"9206",371090,12000," 36 months",12.29,400.24,"C1","10+ years","OWN",53000,"Verified","No Default","credit_card",18.39,0
"9207",585590,5000," 36 months",11.22,164.22,"B5","10+ years","RENT",119500,"Verified","No Default","medical",8.82,0
"9208",589188,20000," 60 months",17.86,506.35,"D5","10+ years","OWN",50000,"Verified","No Default","debt_consolidation",20.98,0
"9209",404993,12000," 60 months",14.33,281.28,"C2","10+ years","RENT",86700,"Verified","No Default","credit_card",24.5,0
"9210",98826,12600," 60 months",12.29,282.14,"C1","7 years","RENT",62000,"Verified","No Default","debt_consolidation",8.52,0
"9211",400966,10000," 60 months",22.95,281.62,"F1","n/a","MORTGAGE",40000,"Verified","No Default","debt_consolidation",9.33,0
"9212",74918,4200," 36 months",15.41,146.44,"D1","1 year","MORTGAGE",26000,"Verified","No Default","other",28.86,0
"9213",528286,22000," 36 months",17.57,790.62,"D2","10+ years","OWN",55000,"Source Verified","No Default","debt_consolidation",22.52,1
"9214",60704,11625," 36 months",7.62,362.26,"A3","6 years","RENT",45000,"Not Verified","No Default","debt_consolidation",12.35,0
"9215",505232,16225," 36 months",16.55,574.84,"D2","8 years","RENT",75000,"Not Verified","No Default","home_improvement",28.69,0
"9216",334218,25000," 36 months",6.89,770.68,"A3","10+ years","MORTGAGE",105000,"Verified","No Default","debt_consolidation",21.26,1
"9217",192804,16000," 36 months",11.44,527.16,"B4","10+ years","RENT",45000,"Source Verified","No Default","home_improvement",24.96,1
"9218",303848,10000," 36 months",13.33,338.54,"C3","3 years","RENT",51000,"Source Verified","No Default","debt_consolidation",15.51,0
"9219",347644,1200," 36 months",16.49,42.48,"D3","n/a","RENT",27108,"Verified","Default","debt_consolidation",35.28,6
"9220",364764,10000," 36 months",10.99,327.34,"B4","10+ years","MORTGAGE",48000,"Verified","No Default","debt_consolidation",18.98,1
"9221",281052,13200," 60 months",18.25,337,"D3","8 years","RENT",85000,"Verified","No Default","debt_consolidation",7.81,0
"9222",544130,7200," 36 months",8.39,226.92,"A5","9 years","MORTGAGE",70000,"Not Verified","No Default","home_improvement",19.17,1
"9223",417173,7000," 36 months",10.15,226.37,"B2","9 years","RENT",58000,"Source Verified","No Default","credit_card",37.41,0
"9224",468040,2875," 36 months",11.99,95.48,"B5","4 years","OWN",40800,"Not Verified","Default","moving",16.06,0
"9225",119901,6000," 36 months",11.99,199.26,"B3","1 year","MORTGAGE",36000,"Not Verified","No Default","credit_card",27.6,0
"9226",453199,23000," 60 months",7.89,465.15,"A5","10+ years","RENT",50000,"Verified","No Default","debt_consolidation",7.67,1
"9227",515141,20000," 36 months",13.99,683.46,"C4","10+ years","RENT",55000,"Source Verified","No Default","debt_consolidation",29.94,0
"9228",377970,22000," 36 months",7.89,688.29,"A5","10+ years","MORTGAGE",78000,"Source Verified","No Default","debt_consolidation",16.41,0
"9229",133623,30000," 60 months",13.33,687.68,"C3","2 years","MORTGAGE",165000,"Verified","No Default","credit_card",14.24,4
"9230",508800,15000," 36 months",7.69,467.91,"A4","10+ years","RENT",90000,"Not Verified","No Default","home_improvement",6.69,0
"9231",378670,7450," 36 months",12.39,248.84,"C1","< 1 year","RENT",32000,"Not Verified","No Default","credit_card",29.03,0
"9232",54646,25000," 36 months",6.24,763.28,"A2","5 years","MORTGAGE",150000,"Source Verified","No Default","home_improvement",14.42,0
"9233",41790,4000," 36 months",13.98,136.68,"C3","7 years","RENT",34200,"Not Verified","No Default","vacation",20.58,0
"9234",403621,6000," 36 months",7.89,187.72,"A5","n/a","OWN",23556,"Not Verified","No Default","debt_consolidation",6.08,0
"9235",193787,13000," 36 months",7.62,405.1,"A3","8 years","MORTGAGE",1e+05,"Source Verified","Default","credit_card",5.95,4
"9236",537417,13475," 36 months",16.99,480.36,"D1","4 years","MORTGAGE",85000,"Source Verified","No Default","credit_card",18.18,0
"9237",567852,8000," 36 months",12.99,269.52,"B5","10+ years","MORTGAGE",56000,"Verified","No Default","debt_consolidation",13.12,0
"9238",118003,22500," 36 months",6.03,684.8,"A1","7 years","MORTGAGE",113000,"Source Verified","No Default","credit_card",17.22,0
"9239",528757,6000," 36 months",13.65,204.05,"C1","7 years","OWN",49600,"Source Verified","No Default","credit_card",18.49,0
"9240",501618,16000," 36 months",11.99,531.36,"B3","10+ years","RENT",180000,"Source Verified","No Default","credit_card",10.49,1
"9241",423605,12000," 36 months",6.89,369.93,"A3","10+ years","OWN",76000,"Source Verified","No Default","credit_card",11.26,0
"9242",206928,18000," 60 months",20.99,486.86,"E5","8 years","MORTGAGE",53000,"Source Verified","No Default","debt_consolidation",20.97,0
"9243",297633,8400," 36 months",13.18,283.76,"C3","2 years","RENT",88000,"Verified","No Default","debt_consolidation",37.92,2
"9244",108394,23000," 60 months",15.59,554.32,"D1","10+ years","MORTGAGE",72000,"Source Verified","No Default","debt_consolidation",16.42,0
"9245",462486,20000," 36 months",11.44,658.95,"B4","5 years","MORTGAGE",80000,"Source Verified","No Default","debt_consolidation",21.12,0
"9246",349372,28000," 60 months",10.15,596.99,"B2","10+ years","MORTGAGE",2e+05,"Verified","No Default","debt_consolidation",16.3,0
"9247",324559,10500," 36 months",7.62,327.2,"A3","8 years","MORTGAGE",55000,"Not Verified","No Default","credit_card",10.65,0
"9248",562541,7000," 36 months",9.99,225.84,"B1","1 year","RENT",40000,"Verified","No Default","major_purchase",27.45,0
"9249",60054,9475," 36 months",16.99,337.77,"D3","3 years","RENT",45000,"Source Verified","No Default","debt_consolidation",9.84,0
"9250",534168,18000," 36 months",16.99,641.66,"D3","4 years","RENT",40000,"Not Verified","No Default","major_purchase",12.03,0
"9251",4197,7225," 36 months",11.22,237.3,"B5","10+ years","RENT",50000,"Verified","No Default","debt_consolidation",4.44,0
"9252",63901,11000," 60 months",18.25,280.83,"E1","7 years","RENT",36500,"Source Verified","No Default","debt_consolidation",30.15,0
"9253",89185,3000," 36 months",23.7,117.23,"F1","10+ years","RENT",95000,"Not Verified","No Default","other",20.28,0
"9254",481758,10000," 36 months",12.35,333.82,"B4","1 year","RENT",30000,"Source Verified","No Default","debt_consolidation",12.68,0
"9255",547746,26200," 60 months",13.33,600.57,"C3","5 years","RENT",57000,"Source Verified","No Default","debt_consolidation",23.04,0
"9256",192376,14400," 60 months",13.18,328.98,"C3","10+ years","MORTGAGE",187000,"Not Verified","No Default","debt_consolidation",37.91,1
"9257",454877,13500," 60 months",7.89,273.03,"A5","2 years","MORTGAGE",33200,"Not Verified","No Default","debt_consolidation",24.74,0
"9258",561538,8000," 36 months",9.99,258.1,"B3","10+ years","OWN",37593,"Not Verified","No Default","credit_card",17.6,1
"9259",2375,28000," 60 months",9.17,583.55,"B2","10+ years","MORTGAGE",102000,"Verified","No Default","credit_card",20.07,0
"9260",449634,16000," 60 months",16.55,393.79,"D2","6 years","MORTGAGE",105000,"Verified","No Default","home_improvement",20.93,0
"9261",381480,35000," 60 months",21.67,960.11,"E5","1 year","MORTGAGE",90000,"Source Verified","No Default","debt_consolidation",18.52,2
"9262",246852,1200," 36 months",13.99,41.01,"C4","3 years","RENT",25000,"Source Verified","No Default","car",20.11,0
"9263",131242,10975," 60 months",14.3,257.08,"C1","10+ years","RENT",33000,"Source Verified","No Default","debt_consolidation",28.82,0
"9264",557807,5400," 36 months",7.26,167.38,"A4","9 years","RENT",35000,"Verified","No Default","debt_consolidation",30.08,0
"9265",466357,11150," 36 months",16.99,397.48,"D3","10+ years","MORTGAGE",61000,"Source Verified","No Default","debt_consolidation",26.15,1
"9266",215106,28000," 36 months",6.39,856.78,"A2","4 years","MORTGAGE",94800,"Source Verified","No Default","debt_consolidation",10.48,0
"9267",3475,7000," 36 months",5.93,212.74,"A1","3 years","MORTGAGE",36000,"Source Verified","No Default","debt_consolidation",30,0
"9268",149442,5600," 36 months",7.89,175.2,"A5","9 years","MORTGAGE",48000,"Not Verified","No Default","debt_consolidation",13.45,0
"9269",241576,28000," 36 months",7.26,867.9,"A4","2 years","RENT",113000,"Verified","No Default","debt_consolidation",18.96,0
"9270",383485,25000," 60 months",8.18,509.07,"B1","5 years","MORTGAGE",55000,"Source Verified","No Default","major_purchase",27.86,1
"9271",439218,25000," 36 months",7.9,782.26,"A4","< 1 year","MORTGAGE",92500,"Not Verified","No Default","debt_consolidation",18.05,0
"9272",23921,12000," 36 months",9.17,382.55,"B2","6 years","OWN",66000,"Not Verified","No Default","debt_consolidation",16.44,0
"9273",193898,6000," 36 months",6.49,183.87,"A2","10+ years","MORTGAGE",81000,"Not Verified","No Default","home_improvement",11.64,4
"9274",233600,4000," 36 months",12.69,134.18,"C2","7 years","MORTGAGE",120000,"Verified","No Default","debt_consolidation",8.31,0
"9275",332165,23000," 36 months",13.66,782.3,"C3","4 years","RENT",185000,"Verified","No Default","small_business",8.89,1
"9276",159887,24000," 60 months",10.49,515.74,"B3","6 years","OWN",103000,"Source Verified","No Default","credit_card",20.89,0
"9277",533528,1500," 36 months",16.55,53.15,"D2","< 1 year","MORTGAGE",14200,"Not Verified","No Default","other",23.84,0
"9278",196110,32000," 36 months",12.49,1070.37,"B4","7 years","MORTGAGE",168000,"Source Verified","No Default","credit_card",10.85,0
"9279",511382,10000," 36 months",12.59,334.97,"C2","n/a","MORTGAGE",28438,"Verified","No Default","home_improvement",34.23,0
"9280",163575,3000," 36 months",10.99,98.21,"B4","5 years","MORTGAGE",43000,"Not Verified","No Default","credit_card",11.97,0
"9281",165079,20000," 60 months",12.69,451.9,"C2","5 years","MORTGAGE",55000,"Verified","No Default","small_business",11.37,0
"9282",67822,13000," 60 months",18.25,331.89,"E1","5 years","MORTGAGE",50000,"Source Verified","No Default","debt_consolidation",23.4,0
"9283",115235,35000," 36 months",9.17,1115.77,"B2","10+ years","RENT",180000,"Source Verified","No Default","credit_card",18.23,0
"9284",142243,5000," 36 months",9.71,160.66,"B1","7 years","RENT",45000,"Not Verified","No Default","credit_card",20.64,0
"9285",511768,16200," 60 months",13.99,376.87,"C4","2 years","RENT",66800,"Verified","No Default","debt_consolidation",21.8,0
"9286",141427,23000," 60 months",18.25,587.19,"E1","10+ years","MORTGAGE",46000,"Source Verified","No Default","credit_card",25.12,0
"9287",458874,4000," 36 months",16.55,141.72,"D2","6 years","RENT",45000,"Not Verified","No Default","debt_consolidation",32.93,0
"9288",247372,35000," 36 months",11.99,1162.34,"B5","10+ years","MORTGAGE",101000,"Source Verified","No Default","debt_consolidation",15.79,0
"9289",327946,20000," 36 months",12.49,668.98,"B5","3 years","MORTGAGE",140000,"Source Verified","No Default","debt_consolidation",10.1,0
"9290",356551,18900," 60 months",18.99,490.18,"E1","3 years","OWN",42000,"Source Verified","No Default","debt_consolidation",15.49,1
"9291",372404,20000," 36 months",6.24,610.62,"A2","n/a","OWN",53000,"Not Verified","No Default","credit_card",24.17,0
"9292",329231,35000," 60 months",16.49,860.28,"D3","n/a","MORTGAGE",70000,"Verified","No Default","debt_consolidation",19.06,2
"9293",572978,6950," 36 months",16.99,247.76,"D3","10+ years","OWN",47000,"Verified","No Default","debt_consolidation",24.91,0
"9294",390657,32000," 60 months",18.55,822.2,"D2","4 years","MORTGAGE",112800,"Source Verified","No Default","home_improvement",2.58,0
"9295",410846,6250," 36 months",9.49,200.18,"B2","5 years","MORTGAGE",27000,"Not Verified","No Default","debt_consolidation",27.51,1
"9296",111730,35000," 60 months",19.52,917.97,"E2","10+ years","RENT",102000,"Verified","No Default","debt_consolidation",23.53,0
"9297",55723,12000," 36 months",13.18,405.37,"C3","6 years","RENT",75000,"Source Verified","No Default","major_purchase",11.01,0
"9298",37440,30000," 36 months",8.18,942.59,"B1","7 years","MORTGAGE",98000,"Verified","No Default","credit_card",22.11,0
"9299",41794,24000," 36 months",14.49,825.99,"C4","10+ years","OWN",2e+05,"Source Verified","No Default","debt_consolidation",11.49,0
"9300",179427,4000," 36 months",15.61,139.86,"D1","n/a","RENT",17000,"Verified","No Default","debt_consolidation",30.01,0
"9301",370215,8000," 36 months",6.99,246.99,"A3","2 years","MORTGAGE",70000,"Not Verified","No Default","debt_consolidation",8.07,1
"9302",109254,12000," 36 months",15.8,420.71,"C3","6 years","MORTGAGE",65000,"Not Verified","No Default","debt_consolidation",7.24,0
"9303",297687,15000," 36 months",10.99,491.01,"B2","1 year","RENT",95000,"Source Verified","No Default","debt_consolidation",19.41,0
"9304",408809,12000," 36 months",9.17,382.55,"B2","4 years","RENT",67000,"Source Verified","No Default","debt_consolidation",11.55,3
"9305",164707,2600," 36 months",11.99,86.35,"B5","2 years","RENT",40196,"Not Verified","No Default","credit_card",10.57,0
"9306",101947,16000," 60 months",14.99,380.56,"C5","10+ years","RENT",60000,"Source Verified","No Default","credit_card",29.58,0
"9307",363980,30000," 60 months",19.52,786.83,"D4","3 years","RENT",86000,"Verified","No Default","debt_consolidation",19.42,0
"9308",318762,8000," 36 months",14.49,275.33,"C4","1 year","RENT",35000,"Not Verified","No Default","credit_card",16.82,0
"9309",220235,23475," 36 months",12.85,789.28,"B4","4 years","RENT",155000,"Verified","No Default","debt_consolidation",6.01,0
"9310",134115,30000," 36 months",9.49,960.85,"B2","10+ years","MORTGAGE",168000,"Source Verified","No Default","debt_consolidation",10.37,1
"9311",220484,21600," 36 months",8.39,680.76,"A5","10+ years","MORTGAGE",67000,"Verified","No Default","credit_card",4.53,0
"9312",372876,17000," 36 months",11.99,564.57,"B3","4 years","MORTGAGE",66464,"Source Verified","No Default","debt_consolidation",12.12,0
"9313",329443,18000," 36 months",6.24,549.56,"A2","10+ years","MORTGAGE",75000,"Verified","No Default","debt_consolidation",8.7,0
"9314",178577,20000," 36 months",12.29,667.06,"C1","10+ years","MORTGAGE",42000,"Source Verified","No Default","home_improvement",31.17,0
"9315",107868,20000," 36 months",6.68,614.62,"A3","5 years","RENT",42000,"Source Verified","No Default","credit_card",27.97,0
"9316",39444,3200," 36 months",10.99,104.75,"B4","n/a","MORTGAGE",46000,"Verified","No Default","medical",27.84,1
"9317",147779,5000," 36 months",12.85,168.11,"B4","10+ years","RENT",68000,"Source Verified","No Default","debt_consolidation",12.27,0
"9318",5091,7500," 36 months",7.26,232.48,"A4","n/a","OWN",32000,"Not Verified","No Default","credit_card",25.24,3
"9319",220901,35000," 60 months",17.86,886.11,"D5","4 years","MORTGAGE",125000,"Source Verified","No Default","credit_card",17.58,1
"9320",64019,28000," 36 months",7.69,873.42,"A4","2 years","RENT",90000,"Source Verified","No Default","debt_consolidation",11.74,0
"9321",600859,10000," 36 months",7.62,311.62,"A3","7 years","MORTGAGE",78000,"Not Verified","No Default","credit_card",14.71,1
"9322",193138,10000," 60 months",15.41,240.06,"D1","< 1 year","RENT",90000,"Verified","No Default","debt_consolidation",11.13,0
"9323",80882,29100," 60 months",24.33,842.74,"G2","7 years","RENT",140000,"Verified","Default","debt_consolidation",8.13,0
"9324",489061,35000," 36 months",15.61,1223.77,"D1","10+ years","MORTGAGE",222400,"Verified","No Default","debt_consolidation",11.36,1
"9325",296867,30000," 60 months",15.41,720.18,"D1","< 1 year","MORTGAGE",75000,"Source Verified","No Default","credit_card",15.72,1
"9326",199599,16000," 36 months",12.99,539.03,"C2","< 1 year","MORTGAGE",70000,"Not Verified","No Default","debt_consolidation",12.25,0
"9327",218660,2550," 36 months",16.99,90.91,"D3","n/a","MORTGAGE",42200,"Verified","No Default","debt_consolidation",33.5,1
"9328",140479,9000," 36 months",6.24,274.78,"A2","2 years","MORTGAGE",1e+05,"Not Verified","No Default","debt_consolidation",15.98,0
"9329",590951,35000," 60 months",22.99,986.47,"F1","7 years","RENT",85000,"Verified","No Default","home_improvement",22.46,0
"9330",57675,10000," 36 months",13.98,341.68,"C1","10+ years","MORTGAGE",150000,"Source Verified","No Default","home_improvement",4.99,0
"9331",554469,24000," 36 months",10.15,776.11,"B2","10+ years","MORTGAGE",101600,"Source Verified","No Default","credit_card",12.11,0
"9332",217089,10000," 36 months",8.38,315.12,"B1","3 years","MORTGAGE",60000,"Not Verified","No Default","debt_consolidation",10.28,0
"9333",92075,20000," 60 months",13.18,456.91,"C3","2 years","RENT",45000,"Source Verified","No Default","debt_consolidation",21.07,0
"9334",420522,12000," 36 months",15.31,417.81,"C4","< 1 year","RENT",52000,"Source Verified","No Default","debt_consolidation",23.33,0
"9335",214544,7500," 36 months",14.65,258.71,"C5","10+ years","RENT",85000,"Source Verified","No Default","debt_consolidation",8.05,0
"9336",383669,6500," 36 months",16.99,231.72,"D3","< 1 year","RENT",24000,"Verified","No Default","debt_consolidation",38.8,0
"9337",538949,7200," 36 months",12.39,240.49,"C1","5 years","RENT",18000,"Not Verified","No Default","debt_consolidation",24.6,0
"9338",366032,15000," 60 months",14.99,356.78,"C5","6 years","MORTGAGE",75000,"Not Verified","No Default","debt_consolidation",20.11,1
"9339",125786,6000," 36 months",7.26,185.98,"A4","< 1 year","RENT",60000,"Not Verified","No Default","debt_consolidation",16.5,0
"9340",294694,28800," 36 months",14.48,991.05,"C5","10+ years","MORTGAGE",60000,"Source Verified","No Default","small_business",15.74,0
"9341",409073,24000," 60 months",18.55,616.65,"E2","10+ years","MORTGAGE",120000,"Verified","No Default","debt_consolidation",19.09,2
"9342",220726,15000," 36 months",10.99,491.01,"B4","10+ years","MORTGAGE",110000,"Source Verified","No Default","major_purchase",19.69,13
"9343",139265,35000," 36 months",7.89,1095,"A5","3 years","RENT",90000,"Source Verified","No Default","home_improvement",15.2,0
"9344",571848,6475," 36 months",17.57,232.7,"D4","10+ years","MORTGAGE",64000,"Verified","No Default","debt_consolidation",30.17,0
"9345",541454,10000," 36 months",8.9,317.54,"A5","10+ years","MORTGAGE",56000,"Verified","No Default","debt_consolidation",25.08,0
"9346",475241,16000," 36 months",12.29,533.65,"C1","2 years","MORTGAGE",79000,"Not Verified","No Default","credit_card",11.82,0
"9347",230077,11125," 60 months",16.99,276.43,"D3","2 years","RENT",25500,"Source Verified","No Default","debt_consolidation",33.74,0
"9348",411238,6000," 36 months",15.8,210.36,"C3","5 years","RENT",62000,"Not Verified","Default","moving",25.24,0
"9349",10015,20000," 36 months",16.99,712.96,"D3","4 years","RENT",80000,"Verified","No Default","major_purchase",6.59,0
"9350",608668,8000," 36 months",7.26,247.97,"A4","5 years","RENT",36000,"Not Verified","No Default","debt_consolidation",14.8,2
"9351",410227,12000," 36 months",12.69,402.54,"C2","9 years","RENT",44500,"Source Verified","No Default","debt_consolidation",24.19,1
"9352",470598,21000," 60 months",11.44,461.22,"B4","10+ years","OWN",149000,"Source Verified","No Default","debt_consolidation",12.86,5
"9353",133952,11250," 60 months",16.99,279.54,"D3","7 years","MORTGAGE",45000,"Source Verified","No Default","debt_consolidation",29.07,0
"9354",140325,30000," 36 months",16.55,1062.88,"D2","5 years","OWN",140000,"Verified","No Default","debt_consolidation",15.18,1
"9355",404585,15000," 60 months",14.49,352.85,"C4","9 years","MORTGAGE",66000,"Verified","No Default","debt_consolidation",9.58,0
"9356",132850,16000," 60 months",12.39,359.08,"C1","2 years","MORTGAGE",120000,"Not Verified","No Default","credit_card",20.55,1
