"","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","sub_grade","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","zip_code","addr_state","dti","inq_last_6mths","open_acc","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","collections_12_mths_ex_med","application_type","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal"
"9540",12500,12500,12500," 36 months",13.11,"B4","3 years","RENT",52000,"Source Verified","Nov-2012","Fully Paid","small_business","104xx","NY",13.04,2,7,14956,60.3,11,"f",0,0,13811.07,13811.07,12500,1311.07,0,0,0,0,"INDIVIDUAL","",0,0,18807
"9541",19500,19500,19500," 36 months",8.18,"B1","10+ years","MORTGAGE",70000,"Not Verified","Oct-2015","Current","credit_card","275xx","NC",14.93,0,13,17474,78.7,34,"w",18050.9,18050.9,1886.78,1886.78,1449.1,437.68,0,0,0,0,"INDIVIDUAL","",0,0,374581
"9542",13100,13100,13100," 60 months",25.57,"F5","2 years","MORTGAGE",30000,"Source Verified","Jan-2015","Current","credit_card","673xx","KS",19.48,1,18,3511,19.5,26,"w",11617,11617,4648.19,4648.19,1483,3165.19,0,0,0,0,"INDIVIDUAL","",0,279,70991
"9543",4500,4500,4500," 36 months",6.49,"A2","< 1 year","RENT",50000,"Not Verified","Dec-2015","Issued","credit_card","850xx","AZ",20.96,0,13,6628,17.9,30,"f",4500,4500,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,0,48889
"9544",20000,20000,20000," 36 months",6.39,"A2","10+ years","MORTGAGE",80000,"Source Verified","Mar-2015","Current","debt_consolidation","604xx","IL",11.62,0,6,12739,27,17,"w",14822.34,14822.34,6105.6,6105.6,5177.66,927.94,0,0,0,0,"INDIVIDUAL","",0,0,212458
"9545",28000,28000,28000," 60 months",19.48,"E2","3 years","MORTGAGE",91500,"Source Verified","Dec-2015","Issued","debt_consolidation","780xx","TX",15.2,2,11,18136,69,20,"w",28000,28000,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,1205,302933
"9546",10000,10000,10000," 60 months",15.41,"D1","2 years","MORTGAGE",85000,"Source Verified","Nov-2015","Current","debt_consolidation","226xx","VA",13.92,1,10,4620,37,27,"w",9888.36,9888.36,222.94,222.94,111.64,111.3,0,0,0,0,"INDIVIDUAL","",0,122,305788
"9547",10500,10500,10500," 60 months",13.68,"C1","10+ years","RENT",34000,"Verified","Sep-2013","Current","credit_card","374xx","TN",19.91,0,8,7029,65.7,19,"f",6475.01,6475.01,6789.49,6789.49,4024.99,2764.5,0,0,0,0,"INDIVIDUAL","",0,0,18791
"9548",10500,10500,10500," 60 months",17.86,"D5","2 years","RENT",40000,"Verified","Dec-2014","Current","debt_consolidation","321xx","FL",31.2,1,18,6466,35.5,41,"f",8941.25,8941.25,3445.5,3445.5,1558.75,1886.75,0,0,0,0,"INDIVIDUAL","",0,0,114752
"9549",8000,8000,8000," 36 months",14.49,"C4","10+ years","RENT",40000,"Source Verified","Oct-2014","Current","other","802xx","CO",35.61,0,9,4370,72.8,18,"f",4808.79,4808.79,4405.28,4405.28,3191.21,1214.07,0,0,0,0,"INDIVIDUAL","",0,0,37840
"9550",7475,7475,7475," 36 months",20.2,"E3","2 years","RENT",46000,"Not Verified","Jul-2014","Current","debt_consolidation","073xx","NJ",22.07,0,11,6570,69.9,14,"f",4497.49,4497.49,4735.69,4735.69,2977.51,1758.18,0,0,0,0,"INDIVIDUAL","",0,0,32834
"9551",20000,20000,20000," 60 months",8.19,"A5","5 years","MORTGAGE",72000,"Source Verified","Jan-2015","Current","credit_card","631xx","MO",9.15,0,5,17928,47.1,13,"w",13451.44,13451.44,7879.1,7879.1,6548.56,1330.54,0,0,0,0,"INDIVIDUAL","",0,0,349079
"9552",15600,15600,15600," 36 months",20.99,"E5","< 1 year","RENT",52000,"Source Verified","Jun-2015","Current","debt_consolidation","770xx","TX",12.62,2,15,17100,97.2,21,"f",13277.41,13277.41,4095.43,4095.43,2322.59,1772.84,0,0,0,0,"INDIVIDUAL","",0,0,98203
"9553",5500,5500,5500," 36 months",13.65,"C1","3 years","RENT",36000,"Verified","Apr-2014","Fully Paid","credit_card","606xx","IL",9.7,0,16,7550,74.8,24,"f",0,0,6492.85,6492.85,5500,992.85,0,0,0,0,"INDIVIDUAL","",0,865,203030
"9554",19200,19200,19200," 60 months",11.48,"B5","4 years","RENT",65000,"Source Verified","Dec-2015","Issued","credit_card","112xx","NY",30.9,1,16,28773,72.8,26,"w",19200,19200,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,0,49490
"9555",24000,24000,24000," 36 months",6.03,"A1","4 years","MORTGAGE",115000,"Not Verified","Apr-2014","Current","credit_card","551xx","MN",10.2,0,11,23554,41.7,31,"f",10528.43,10528.43,15339.66,15339.66,13471.57,1868.09,0,0,0,0,"INDIVIDUAL","",0,0,400148
"9556",6000,6000,6000," 36 months",19.13,"F4","2 years","OWN",80000,"Not Verified","Jan-2010","Fully Paid","other","104xx","NY",0.38,2,4,234,3.3,9,"f",0,0,7926.19,7926.19,6000,1926.19,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"9557",22000,22000,22000," 60 months",16.99,"D3","7 years","RENT",50000,"Not Verified","Oct-2015","Current","other","604xx","IL",14.59,0,8,7175,42,23,"w",21526.36,21526.36,1051.75,1051.75,473.64,578.11,0,0,0,0,"INDIVIDUAL","",0,0,26926
"9558",8150,8150,8150," 36 months",13.33,"C3","5 years","RENT",22360,"Source Verified","Jul-2015","Current","credit_card","038xx","NH",31.67,0,10,8209,82.9,12,"w",7006.39,7006.39,1643.39,1643.39,1143.61,499.78,0,0,0,0,"INDIVIDUAL","",0,0,47087
"9559",18000,18000,18000," 36 months",6.62,"A2","< 1 year","RENT",60000,"Source Verified","Mar-2014","Current","debt_consolidation","571xx","SD",27.66,0,15,15403,67.3,40,"w",7426.29,7426.29,12158.74,12158.74,10573.71,1585.03,0,0,0,0,"INDIVIDUAL","",0,0,57218
"9560",1450,1450,1450," 36 months",15.61,"D1","9 years","RENT",41000,"Not Verified","Oct-2015","Current","medical","921xx","CA",22.1,0,7,9011,92.9,11,"f",1385.91,1385.91,98.89,98.89,64.09,34.8,0,0,0,0,"INDIVIDUAL","",0,0,34944
"9561",12000,12000,12000," 36 months",14.33,"C2","7 years","RENT",55000,"Not Verified","Aug-2013","Fully Paid","debt_consolidation","931xx","CA",7.81,0,4,4766,68.1,6,"w",0,0,14582.02,14582.02,12000,2582.02,0,0,0,0,"INDIVIDUAL","",0,0,9762
"9562",5400,5400,5375," 36 months",21.99,"F1","n/a","OWN",15000,"Verified","Sep-2015","Current","debt_consolidation","112xx","NY",24.4,0,5,2803,63.7,5,"f",4959.04,4936.08,808.35,804.61,440.96,367.39,0,0,0,0,"INDIVIDUAL","",0,0,7726
"9563",34650,34650,34650," 36 months",9.67,"B1","10+ years","MORTGAGE",107032,"Source Verified","May-2014","Current","credit_card","540xx","WI",11.45,1,10,13403,39.9,20,"w",16640.43,16640.43,22254,22254,18009.57,4244.43,0,0,0,0,"INDIVIDUAL","",0,0,240625
"9564",2100,2100,2100," 36 months",8.9,"A5","6 years","RENT",44124.33,"Not Verified","Sep-2012","Fully Paid","debt_consolidation","537xx","WI",16.32,0,8,10950,75.5,20,"f",0,0,2399.55047832,2399.55,2100,299.55,0,0,0,0,"INDIVIDUAL","",0,0,33541
"9565",8000,8000,8000," 36 months",9.17,"B1","10+ years","OWN",106000,"Not Verified","Oct-2014","Current","home_improvement","780xx","TX",14.58,1,14,7560,74.9,28,"f",5146.26,5146.26,3587.85,3587.85,2853.74,734.11,0,0,0,0,"INDIVIDUAL","",0,7815,57795
"9566",10000,10000,10000," 36 months",13.11,"B4","5 years","MORTGAGE",39000,"Verified","Jun-2013","Current","home_improvement","550xx","MN",9.42,0,9,1423,30.9,15,"f",1635.1,1635.1,10459.17,10459.17,8364.9,2094.27,0,0,0,0,"INDIVIDUAL","",0,0,108143
"9567",16000,16000,16000," 36 months",13.98,"C3","5 years","RENT",88000,"Verified","Oct-2014","Fully Paid","debt_consolidation","322xx","FL",33.92,1,16,8141,56.9,38,"w",0,0,17899.65,17899.65,16000,1899.65,0,0,0,0,"INDIVIDUAL","",0,866,52438
"9568",24125,24125,24125," 60 months",21.99,"E5","10+ years","RENT",55000,"Source Verified","Feb-2015","Current","debt_consolidation","323xx","FL",21.22,0,7,20747,76.8,9,"f",21421.4,21421.4,7268.92,7268.92,2703.6,4565.32,0,0,0,0,"INDIVIDUAL","",0,0,227313
"9569",35000,35000,35000," 36 months",13.67,"C4","10+ years","MORTGAGE",3e+05,"Source Verified","Dec-2015","Current","credit_card","068xx","CT",3.81,0,9,38264,53.7,20,"w",34208.09,34208.09,1164.04,1164.04,791.91,372.13,0,0,0,0,"INDIVIDUAL","",0,0,604219
"9570",1800,1800,1800," 36 months",21,"E2","7 years","RENT",45000,"Not Verified","Apr-2013","Charged Off","moving","073xx","NJ",4.4,1,8,7073,27.1,18,"w",0,0,1496.4,1496.4,968.91,527.49,0,0,0,0,"INDIVIDUAL","",0,0,7073
"9571",27125,27125,27125," 60 months",22.15,"E5","10+ years","RENT",71424.48,"Source Verified","Aug-2014","Current","debt_consolidation","950xx","CA",19.77,1,8,25260,94.6,20,"f",22505.87,22505.87,12023.68,12023.68,4619.13,7404.55,0,0,0,0,"INDIVIDUAL","",0,0,37415
"9572",15000,15000,14950," 60 months",10.99,"B2","10+ years","MORTGAGE",1e+05,"Verified","Oct-2013","Fully Paid","debt_consolidation","465xx","IN",19.79,0,17,20056,48.2,42,"f",0,0,17168.8055634,17111.58,15000,2168.81,0,0,0,0,"INDIVIDUAL","",0,0,184151
"9573",7500,7500,7500," 36 months",6.62,"A2","< 1 year","RENT",85000,"Not Verified","Apr-2013","Fully Paid","debt_consolidation","910xx","CA",14.55,0,9,6140,55.8,32,"f",0,0,7822.88,7822.88,7500,322.88,0,0,0,0,"INDIVIDUAL","",0,0,107341
"9574",9750,9750,9750," 36 months",9.71,"B1","< 1 year","RENT",28800,"Not Verified","Sep-2013","Current","debt_consolidation","761xx","TX",20.13,0,10,4083,15.5,16,"f",2419.07,2419.07,8769.59,8769.59,7330.93,1438.66,0,0,0,0,"INDIVIDUAL","",0,0,18383
"9575",18000,18000,18000," 60 months",12.69,"C2","3 years","RENT",160000,"Not Verified","Mar-2015","Current","debt_consolidation","225xx","VA",18.24,0,12,28991,88.7,28,"w",15968.33,15968.33,3647.7,3647.7,2031.67,1616.03,0,0,0,0,"INDIVIDUAL","",0,0,296578
"9576",10800,10800,10800," 36 months",12.99,"C1","< 1 year","MORTGAGE",45000,"Verified","Nov-2014","Fully Paid","debt_consolidation","547xx","WI",23.47,2,14,18850,60,26,"f",0,0,11615.23,11615.23,10800,815.23,0,0,0,0,"INDIVIDUAL","",0,0,76889
"9577",12000,12000,12000," 36 months",7.62,"A3","7 years","MORTGAGE",54440,"Source Verified","Dec-2013","Current","credit_card","255xx","WV",28.35,0,10,37745,69.1,27,"w",3960.7,3960.7,9348.5,9348.5,8039.3,1309.2,0,0,0,0,"INDIVIDUAL","",0,0,212818
"9578",27000,27000,27000," 36 months",7.26,"A4","< 1 year","RENT",90000,"Not Verified","Nov-2015","Current","credit_card","900xx","CA",25.12,0,11,42220,66.7,24,"w",26326.45,26326.45,826.01,826.01,673.55,152.46,0,0,0,0,"INDIVIDUAL","",0,0,96888
"9579",8200,8200,8200," 36 months",16.29,"D2","9 years","MORTGAGE",45000,"Source Verified","Oct-2014","Current","debt_consolidation","704xx","LA",29.73,1,12,1684,21.9,51,"w",5473.35,5473.35,4085.73,4085.73,2726.65,1359.08,0,0,0,0,"INDIVIDUAL","",0,0,308277
"9580",9600,9600,9600," 36 months",12.69,"C2","< 1 year","RENT",80000,"Source Verified","May-2015","Current","debt_consolidation","995xx","AK",13.52,0,9,21608,94.4,40,"f",8006.52,8006.52,2292.31,2292.31,1593.48,698.83,0,0,0,0,"INDIVIDUAL","",0,0,226089
"9581",12000,12000,12000," 36 months",9.99,"B1","2 years","MORTGAGE",65000,"Source Verified","Sep-2013","Current","debt_consolidation","210xx","MD",19.77,1,8,6408,51.3,21,"f",3346.95,3346.95,10448.65,10448.65,8653.05,1795.6,0,0,0,0,"INDIVIDUAL","",0,0,309880
"9582",10000,10000,10000," 36 months",9.8,"B3","7 years","MORTGAGE",46000,"Not Verified","Dec-2015","Issued","home_improvement","666xx","KS",33.39,1,16,20225,54.8,25,"w",10000,10000,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,0,53562
"9583",10000,10000,10000," 36 months",15.99,"D2","6 years","MORTGAGE",65000,"Verified","Nov-2014","Current","home_improvement","206xx","MD",26.66,1,13,7464,42.4,30,"f",6924.03,6924.03,4561.01,4561.01,3075.97,1485.04,0,0,0,0,"INDIVIDUAL","",0,0,66371
"9584",7000,7000,7000," 36 months",10.65,"B2","< 1 year","RENT",30000,"Source Verified","Jan-2012","Fully Paid","debt_consolidation","495xx","MI",7.56,1,4,7988,83.2,5,"f",0,0,8029.44,8029.44,7000,1029.44,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"9585",4500,4500,4475," 36 months",19.99,"E4","3 years","RENT",29000,"Verified","Oct-2015","Current","car","800xx","CO",21.15,1,5,4488,71.2,6,"f",4218.59,4195.15,496.66,493.9,281.41,215.25,0,0,0,0,"INDIVIDUAL","",0,0,17955
"9586",6000,6000,6000," 36 months",16.29,"D2","7 years","RENT",45000,"Not Verified","Oct-2014","Current","debt_consolidation","850xx","AZ",11.25,0,5,8480,64.7,11,"f",3847.4,3847.4,3166.29,3166.29,2152.6,1013.69,0,0,0,0,"INDIVIDUAL","",0,0,16135
"9587",14075,14075,14000," 60 months",17.86,"D5","10+ years","MORTGAGE",32000,"Verified","Oct-2015","Current","debt_consolidation","128xx","NY",20.67,0,11,9716,53.1,14,"f",13627.81,13555.19,1041.12,1035.57,447.19,593.93,0,0,0,0,"INDIVIDUAL","",0,0,93080
"9588",18000,18000,18000," 36 months",9.67,"B1","10+ years","RENT",105000,"Not Verified","Jan-2014","Current","credit_card","209xx","MD",6.81,1,11,12078,61.6,22,"f",6586.71,6586.71,13871.9,13871.9,11413.29,2458.61,0,0,0,0,"INDIVIDUAL","",0,211,20872
"9589",20000,20000,20000," 36 months",7.69,"A4","n/a","MORTGAGE",75000,"Verified","Sep-2014","Current","credit_card","379xx","TN",27.78,0,6,7206,29.8,16,"f",11675.74,11675.74,9982.08,9982.08,8324.26,1657.82,0,0,0,0,"INDIVIDUAL","",0,0,99164
"9590",8500,8500,8500," 36 months",8.39,"A5","9 years","RENT",30000,"Not Verified","Sep-2014","Current","credit_card","941xx","CA",7.76,0,6,5318,46.2,16,"w",5215.07,5215.07,4018.5,4018.5,3284.93,733.57,0,0,0,0,"INDIVIDUAL","",0,112,5318
"9591",35000,35000,35000," 36 months",14.65,"C5","10+ years","MORTGAGE",283000,"Source Verified","Sep-2015","Current","debt_consolidation","105xx","NY",20.63,2,22,87020,62.6,30,"w",31822.36,31822.36,4800.71,4800.71,3177.64,1623.07,0,0,0,0,"INDIVIDUAL","",0,0,265861
"9592",30000,30000,29875," 36 months",12.49,"B4","2 years","MORTGAGE",192000,"Verified","Mar-2014","Fully Paid","debt_consolidation","326xx","FL",9.71,0,11,22743,57.4,26,"f",0,0,34301.98,34159.06,30000,4301.98,0,0,0,0,"INDIVIDUAL","",0,0,539958
"9593",25600,25600,25550," 60 months",15.61,"D1","8 years","MORTGAGE",76000,"Source Verified","May-2014","Late (31-120 days)","debt_consolidation","844xx","UT",23.51,1,18,21765,62,40,"f",20590.16,20549.94,9983.75,9964.25,5009.84,4973.91,0,0,0,0,"INDIVIDUAL","",0,0,167290
"9594",8675,8675,8675," 36 months",13.33,"C3","2 years","MORTGAGE",52000,"Not Verified","Oct-2015","Current","debt_consolidation","601xx","IL",26.82,0,14,28548,53.3,24,"w",8076.45,8076.45,868.19,868.19,598.55,269.64,0,0,0,0,"INDIVIDUAL","",0,0,232560
"9595",5000,5000,5000," 36 months",8.39,"A5","2 years","RENT",70000,"Not Verified","Jul-2014","Fully Paid","debt_consolidation","786xx","TX",8.95,2,12,1874,11,19,"w",0,0,5398.29,5398.29,5000,398.29,0,0,0,0,"INDIVIDUAL","",0,0,32652
"9596",21000,21000,21000," 36 months",9.17,"B2","10+ years","RENT",85000,"Source Verified","Apr-2015","Current","credit_card","921xx","CA",21.34,0,15,43391,63.6,19,"w",16817.53,16817.53,5344.98,5344.98,4182.47,1162.51,0,0,0,0,"INDIVIDUAL","",0,0,47167
"9597",10000,10000,10000," 36 months",7.89,"A5","10+ years","MORTGAGE",56000,"Source Verified","Apr-2015","Current","debt_consolidation","907xx","CA",12.99,1,6,6981,56.3,33,"w",7977.02,7977.02,2494.11,2494.11,2022.98,471.13,0,0,0,0,"INDIVIDUAL","",0,146,21734
"9598",24000,24000,24000," 36 months",8.67,"B1","8 years","MORTGAGE",65000,"Verified","Jan-2015","Current","debt_consolidation","355xx","AL",32,0,13,24995,50.4,36,"w",17314.65,17314.65,8388.73,8388.73,6685.35,1703.38,0,0,0,0,"INDIVIDUAL","",0,0,106297
"9599",12875,12875,12875," 60 months",23.63,"F3","< 1 year","RENT",48000,"Verified","Jan-2013","Charged Off","debt_consolidation","070xx","NJ",21.53,2,10,12389,76.9,23,"f",0,0,738.43,738.43,0,0,0,738.43,6.66,0,"INDIVIDUAL","",0,0,25660
"9600",12000,12000,12000," 36 months",17.86,"D5","10+ years","MORTGAGE",50000,"Source Verified","Dec-2015","Current","debt_consolidation","410xx","KY",24.58,4,17,7415,38.8,26,"f",11745.61,11745.61,421.08,421.08,254.39,166.69,0,0,0,0,"INDIVIDUAL","",0,0,19105
"9601",10000,10000,10000," 36 months",12.29,"C1","10+ years","RENT",40000,"Not Verified","Aug-2015","Current","credit_card","907xx","CA",21.3,0,9,26673,92.6,10,"w",8820.52,8820.52,1660.82,1660.82,1179.48,481.34,0,0,0,0,"INDIVIDUAL","",0,0,26673
"9602",8400,8400,8400," 36 months",9.17,"B2","10+ years","MORTGAGE",138000,"Source Verified","Aug-2015","Current","debt_consolidation","612xx","IL",6.55,2,18,8857,49.8,25,"f",7576.22,7576.22,1062.6,1062.6,823.78,238.82,0,0,0,0,"INDIVIDUAL","",0,658,100680
"9603",31500,31500,31500," 36 months",9.17,"B2","4 years","OWN",90000,"Source Verified","Sep-2015","Current","credit_card","328xx","FL",11.8,0,13,25366,47.6,24,"w",28410.91,28410.91,3976.64,3976.64,3089.09,887.55,0,0,0,0,"INDIVIDUAL","",0,0,36496
"9604",9600,9600,9600," 36 months",7.62,"A3","9 years","RENT",75000,"Not Verified","Dec-2013","Fully Paid","credit_card","917xx","CA",14.72,0,10,6615,36,17,"w",0,0,10493.96,10493.96,9600,893.96,0,0,0,0,"INDIVIDUAL","",0,0,25666
"9605",3850,3850,3850," 36 months",18.25,"E1","< 1 year","RENT",11000,"Not Verified","Jul-2015","Current","debt_consolidation","672xx","KS",30.02,0,26,3621,45.8,39,"w",3344.35,3344.35,859.54,859.54,505.65,353.89,0,0,0,0,"INDIVIDUAL","",0,0,56737
"9606",9525,9525,9525," 36 months",7.89,"A5","7 years","RENT",43200,"Source Verified","Aug-2015","Current","debt_consolidation","770xx","TX",7.67,0,3,9729,71,5,"f",6582.19,6582.19,3150.63,3150.63,2942.81,207.82,0,0,0,0,"INDIVIDUAL","",0,0,9729
"9607",15500,15500,15500," 60 months",13.67,"B5","7 years","RENT",30971.2,"Verified","Feb-2012","Current","credit_card","342xx","FL",17.03,0,7,19457,84.6,23,"f",4630.75,4630.75,16430.04,16430.04,10869.25,5560.79,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"9608",16800,16800,16800," 36 months",6.03,"A1","1 year","MORTGAGE",120000,"Not Verified","Jul-2012","Charged Off","other","100xx","NY",2.23,0,16,16911,16.8,32,"f",0,0,5831.2,5831.2,4302.12,810.93,0,718.15,7.14,0,"INDIVIDUAL","",0,NA,NA
"9609",15000,15000,15000," 36 months",11.67,"B4","6 years","MORTGAGE",78000,"Source Verified","Oct-2014","Fully Paid","debt_consolidation","283xx","NC",13.77,1,7,2372,27.6,34,"w",0,0,15972.75,15972.75,15000,972.75,0,0,0,0,"INDIVIDUAL","",0,0,122784
"9610",3425,3425,3425," 36 months",9.76,"B3","< 1 year","RENT",28000,"Source Verified","Dec-2015","Current","credit_card","840xx","UT",8.79,1,16,7037,34.7,26,"f",3342.73,3342.73,108.27,108.27,82.27,26,0,0,0,0,"INDIVIDUAL","",0,0,7037
"9611",14000,14000,13950," 36 months",15.8,"C3","2 years","RENT",90000,"Verified","Feb-2013","Charged Off","credit_card","972xx","OR",21.09,3,14,32367,66.5,26,"f",0,0,4411.44,4395.69,2904.3,1507.14,0,0,0,0,"INDIVIDUAL","",0,0,45744
"9612",30000,30000,30000," 36 months",9.17,"B2","10+ years","MORTGAGE",108000,"Verified","Jun-2015","Current","credit_card","105xx","NY",11.48,0,8,100676,67.2,18,"w",24791.98,24791.98,6679.31,6679.31,5208.02,1471.29,0,0,0,0,"INDIVIDUAL","",0,0,423151
"9613",24200,24200,24200," 60 months",22.99,"F2","8 years","MORTGAGE",55000,"Source Verified","Oct-2015","Current","debt_consolidation","380xx","TN",33.23,0,13,16496,53.4,22,"w",23758.92,23758.92,1302.34,1302.34,441.08,861.26,0,0,0,0,"INDIVIDUAL","",0,0,144763
"9614",21000,21000,20900," 36 months",9.17,"B1","10+ years","MORTGAGE",120000,"Source Verified","Oct-2014","Fully Paid","credit_card","930xx","CA",23.33,1,18,25314,57.4,37,"f",0,0,22703.33,22595.22,21000,1703.33,0,0,0,0,"INDIVIDUAL","",0,0,687876
"9615",4000,4000,4000," 36 months",6.03,"A1","< 1 year","RENT",42000,"Not Verified","Jul-2012","Charged Off","other","064xx","CT",16.11,0,10,5607,17.2,24,"f",0,0,1702.54,1702.54,1468.84,233.7,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"9616",12000,12000,12000," 60 months",7.26,"A4","10+ years","MORTGAGE",30000,"Not Verified","Aug-2015","Current","debt_consolidation","243xx","VA",26.72,0,10,6774,43.7,12,"w",11157.42,11157.42,1154.31,1154.31,842.58,311.73,0,0,0,0,"INDIVIDUAL","",0,0,118196
"9617",10000,10000,10000," 36 months",9.99,"B3","6 years","MORTGAGE",72000,"Not Verified","Jul-2015","Current","credit_card","571xx","SD",19.28,0,5,25334,88.9,27,"w",8533.49,8533.49,1930.23,1930.23,1466.51,463.72,0,0,0,0,"INDIVIDUAL","",0,0,82587
"9618",5000,5000,5000," 36 months",13.11,"B4","2 years","RENT",35000,"Not Verified","Apr-2012","Fully Paid","credit_card","327xx","FL",20.47,1,10,6464,46.8,15,"f",0,0,5487.97,5487.97,5000,487.97,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"9619",19500,19500,19500," 60 months",24.5,"F3","10+ years","MORTGAGE",64572,"Source Verified","Dec-2013","Current","debt_consolidation","799xx","TX",19.87,2,8,33587,90,25,"f",14347.6,14347.6,13618.56,13618.56,5152.4,8466.16,0,0,0,0,"INDIVIDUAL","",0,0,284167
"9620",15600,15600,15600," 36 months",9.67,"B1","1 year","MORTGAGE",85000,"Source Verified","Jan-2014","Fully Paid","credit_card","875xx","NM",10.28,2,10,9445,43.5,20,"w",0,0,17121.65,17121.65,15600,1521.65,0,0,0,0,"INDIVIDUAL","",0,0,222975
"9621",27600,27600,27600," 60 months",19.52,"E3","3 years","RENT",60000,"Source Verified","May-2015","Current","credit_card","940xx","CA",15.21,0,8,27800,59.1,14,"w",25271.27,25271.27,5761.11,5761.11,2328.73,3432.38,0,0,0,0,"INDIVIDUAL","",0,0,27800
"9622",20000,20000,20000," 36 months",7.12,"A3","9 years","OWN",130000,"Source Verified","Oct-2014","Fully Paid","home_improvement","450xx","OH",0.26,1,4,2679,8.2,15,"w",0,0,20463.12,20463.12,20000,463.12,0,0,0,0,"INDIVIDUAL","",0,0,413240
"9623",20000,20000,20000," 36 months",7.89,"A5","10+ years","MORTGAGE",70000,"Source Verified","Oct-2015","Current","debt_consolidation","631xx","MO",24.44,1,15,17971,50.2,31,"w",18507.57,18507.57,1868.39,1868.39,1492.43,375.96,0,0,0,0,"INDIVIDUAL","",0,247,180632
"9624",20000,20000,19950," 36 months",8.9,"A5","10+ years","MORTGAGE",64000,"Verified","Aug-2013","Fully Paid","debt_consolidation","115xx","NY",12.04,0,16,23488,56.6,34,"f",0,0,22642.34,22585.73,20000,2642.34,0,0,0,0,"INDIVIDUAL","",0,0,276082
"9625",32625,32625,32625," 60 months",23.43,"F1","10+ years","RENT",110000,"Source Verified","Feb-2014","Current","debt_consolidation","114xx","NY",5.37,2,7,7670,72.4,29,"w",24728.16,24728.16,20411.6,20411.6,7896.84,12514.76,0,0,0,0,"INDIVIDUAL","",0,0,354918
"9626",25000,25000,25000," 60 months",12.69,"C2","10+ years","MORTGAGE",125000,"Not Verified","Jul-2015","Current","debt_consolidation","117xx","NY",12.27,1,15,37046,83.1,25,"f",23465.42,23465.42,2868.41,2868.41,1534.58,1333.83,0,0,0,0,"INDIVIDUAL","",0,0,358728
"9627",14325,14325,14325," 60 months",26.06,"G5","3 years","RENT",84960,"Source Verified","Aug-2014","Fully Paid","debt_consolidation","349xx","FL",24.75,2,17,14706,49.3,22,"f",0,0,17511.25,17511.25,14325,3186.25,0,0,0,0,"INDIVIDUAL","",0,0,63634
"9628",8625,8625,8625," 36 months",16.55,"D2","10+ years","RENT",40000,"Source Verified","Jul-2015","Current","debt_consolidation","326xx","FL",22.95,0,14,6358,58.9,21,"w",7665.77,7665.77,1519.97,1519.97,959.23,560.74,0,0,0,0,"INDIVIDUAL","",0,105,36736
"9629",18000,18000,18000," 36 months",8.9,"A5","10+ years","MORTGAGE",78800,"Source Verified","Mar-2014","Fully Paid","debt_consolidation","328xx","FL",13.23,1,16,9407,48.5,39,"w",0,0,20102.07,20102.07,18000,2102.07,0,0,0,0,"INDIVIDUAL","",0,0,53122
"9630",16000,16000,16000," 36 months",17.77,"D1","10+ years","OTHER",45000,"Verified","Dec-2012","Fully Paid","credit_card","945xx","CA",21.3,1,15,18564,71.4,30,"w",0,0,20547.3,20547.3,16000,4547.3,0,0,0,0,"INDIVIDUAL","",0,0,25123
"9631",4500,4500,4500," 36 months",7.89,"A5","2 years","RENT",55000,"Not Verified","Dec-2015","Current","other","950xx","CA",15.95,0,7,6368,49.4,21,"w",4500,4500,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,0,125981
"9632",10000,10000,10000," 36 months",7.89,"A5","3 years","RENT",58000,"Not Verified","May-2015","Current","debt_consolidation","100xx","NY",3.1,2,4,9878,80.3,25,"w",8235.73,8235.73,2185.64,2185.64,1764.27,421.37,0,0,0,0,"INDIVIDUAL","",0,0,9878
"9633",12000,12000,12000," 60 months",12.69,"C2","5 years","RENT",98000,"Verified","Jul-2015","Current","credit_card","088xx","NJ",16.24,0,17,10912,90.2,42,"w",11111.35,11111.35,1618.38,1618.38,888.65,729.73,0,0,0,0,"INDIVIDUAL","",0,0,94524
"9634",5600,5600,5600," 36 months",13.65,"C1","10+ years","RENT",81000,"Source Verified","Mar-2014","Fully Paid","debt_consolidation","114xx","NY",6.77,0,4,770,27.5,9,"w",0,0,6585.02,6585.02,5600,985.02,0,0,0,0,"INDIVIDUAL","",0,0,14147
"9635",10650,10650,10650," 36 months",14.48,"C5","1 year","RENT",145000,"Source Verified","Dec-2015","Issued","moving","112xx","NY",2.71,0,3,15201,97.4,26,"w",10650,10650,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,0,15201
